_year,_category,_parsed_date,company,subject,description,heading,title,announcementType,type,date,announcementDate,publishedDate,createdDate,id,announcementId,announcementCategory,category,remarks,_date_field
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,24 Nov 2021 01:07:44 PM,10837,12530,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,23 Nov 2021 01:07:45 PM,10828,12519,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,22 Nov 2021 01:07:08 PM,10812,12504,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,19 Nov 2021 01:05:35 PM,10786,12458,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,17 Nov 2021 01:04:05 PM,10772,12444,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,11 Nov 2021 01:04:05 PM,10700,12372,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,10 Nov 2021 01:07:02 PM,10675,12353,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,03 Nov 2021 01:09:57 PM,10609,12273,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,02 Nov 2021 01:20:54 PM,10590,12253,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,29 Oct 2021 01:08:20 PM,10551,12212,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,28 Oct 2021 02:07:42 PM,10536,12192,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,28 Oct 2021 01:12:12 PM,10533,12190,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,27 Oct 2021 01:15:52 PM,10519,12168,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,26 Oct 2021 01:07:05 PM,10513,12159,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,25 Oct 2021 01:04:22 PM,10507,12152,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,22 Oct 2021 01:06:08 PM,10477,12132,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,13 Oct 2021 01:09:44 PM,10414,12053,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,08 Oct 2021 01:14:14 PM,10374,12002,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,07 Oct 2021 01:16:26 PM,10354,11978,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,01 Oct 2021 01:07:14 PM,10271,11883,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,30 Sep 2021 01:14:58 PM,10214,11814,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,28 Sep 2021 01:09:10 PM,10168,11754,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,COVID Announcements,2021-01-01,LANKA MILK FOODS (CWE) PLC,,,,,,,,,,28 Jul 2021 03:24:21 PM,9342,10774,DISCLOSURE REGARDING IMPACT OF COVID-19 ON LISTED COMPANIES,58,,createdDate
